,Document,Topic,handle,color,date,tweet,topic_name,member,party
1009,historic day—we never level support finally end federal prohibition marijuana enact restorative justice,5,CoryBooker,blue,2021-07-15,"This is a historic day—we have never had this level of support to finally end the federal prohibition of marijuana and enact restorative justice.
https://t.co/ODE7OlP07a",Cannabis,Cory Booker,Democrat
1013,Extending student loan payment pause right move Biden administration Baseless lawsuits Republican officials prevent millions hard work Americans receive student debt cancellation Democrats commit deliver relief,1,SenWarren,blue,2022-11-22,"Extending the student loan payment pause is the right move by the Biden administration. Baseless lawsuits from Republican officials are preventing millions of hard working Americans from receiving student debt cancellation, but Democrats are committed to delivering relief.",Student Debt,Elizabeth Warren,Democrat
1014,Inflation Reduction Act Democrats deliver big Insulin prescription drug cost cap seniors 're cut utility cost billionaire corporations pay 15 minimum tax provision popular Republicans vote,0,SenWarren,blue,2022-11-18,"With the Inflation Reduction Act Democrats delivered big: Insulin and prescription drug costs will be capped for seniors. We're cutting utility costs. And billionaire corporations will pay a 15% minimum tax. 

These provisions are popular. Republicans voted against them. https://t.co/ufdRVzUlTM",Abortion,Elizabeth Warren,Democrat
1016,Let clear President Biden legal authority cancel student debt Republican officials need get way Americans get much-needed relief,1,SenWarren,blue,2022-11-14,"Let's be clear: President Biden has the legal authority to cancel student debt. 

Republican officials need to get out of the way so Americans can get this much-needed relief.",Student Debt,Elizabeth Warren,Democrat
1018,owe servicemembers veterans debt gratitude VeteransDay every day grateful everyone serve protect country,9,SenWarren,blue,2022-11-11,"We owe our servicemembers and veterans a debt of gratitude. This #VeteransDay and every day, I am grateful for everyone who has served and protected our country.",MemorialDay,Elizabeth Warren,Democrat
1019,Republican officials try stop millions work middle class Americans get student debt relief Despite lawless rule Trump-appointed judge POTUS legal authority cancel student debt clear,1,SenWarren,blue,2022-11-11,"Republican officials are trying to stop millions of working and middle class Americans from getting student debt relief.

Despite this lawless ruling from a Trump-appointed judge, @POTUS’ legal authority to cancel student debt is clear.
https://t.co/o7pfi8adky",Student Debt,Elizabeth Warren,Democrat
1020,Republicans plan bring inflation fact GOP agenda tax giveaways giant corporations would drive price higher Democrats pass Inflation Reduction Act make billionaire corporations pay fairer share lower cost like health care,0,SenWarren,blue,2022-11-08,"Republicans have no plan to bring inflation down. In fact, the GOP agenda of tax giveaways for giant corporations would drive prices higher.
 
Democrats passed the Inflation Reduction Act to make billionaire corporations pay a fairer share and lower costs like health care.",Abortion,Elizabeth Warren,Democrat
1022,Democrats fight pass Inflation Reduction Act help Americans Medicare able negotiate lower prescription drug price Insulin cost cap seniors 're make investments fight climate change Republicans vote,0,SenWarren,blue,2022-11-08,"Democrats fought to pass the Inflation Reduction Act to help Americans:

Medicare will be able to negotiate lower prescription drug prices. Insulin costs will be capped for seniors. And we're making investments to fight climate change.
 
Republicans voted no on all of this.",Abortion,Elizabeth Warren,Democrat
1023,Inflation Reduction Act help cut carbon emissions 40 bring utility cost way pay make billionaire corporations pay 15 minimum corporate tax real action lower cost,0,SenWarren,blue,2022-11-08,"The Inflation Reduction Act will help cut carbon emissions by 40% and bring down utility costs.
 
And by the way: we’re paying for it by making billionaire corporations pay a 15% minimum corporate tax.
 
These are real actions to lower costs.",Abortion,Elizabeth Warren,Democrat
1024,Republican politicians spend decades plot overturn RoeVWade stack Supreme Court extremists would grant wish want impose national abortion ban across America,0,SenWarren,blue,2022-11-07,"Republican politicians spent decades plotting to overturn #RoeVWade.
 
They stacked the Supreme Court with extremists who would grant their wish, and now they want to impose a national abortion ban across America.",Abortion,Elizabeth Warren,Democrat
1025,cancel student debt Biden admin give millions Americans chance buy first home save retirement start businesses time Republican politicians get way Americans finally receive relief,1,SenWarren,blue,2022-11-07,"By cancelling student debt, the Biden admin has given millions of Americans a chance to buy their first homes, save for retirement, and start their own businesses.

Now it's time for Republican politicians to get out of the way so Americans can finally receive this relief.",Student Debt,Elizabeth Warren,Democrat
1026,POTUS leadership Democrats pass Inflation Reduction Act make bold investments fight climate change make billionaire corporations pay fair share win help lower cost families Republicans get way repeal,0,SenWarren,blue,2022-11-06,"Under @POTUS' leadership, Democrats passed the Inflation Reduction Act, making bold investments to fight climate change while making billionaire corporations pay their fair share.

These wins will help lower costs for families — but not if Republicans get their way and repeal it.",Abortion,Elizabeth Warren,Democrat
1028,16 million Americans could student debt cancel week Republican lawsuits block hardworking Americans get relief Democrats fight lower student loan cost Republicans want keep Americans trap student debt,1,SenWarren,blue,2022-11-03,"16 million Americans could have their student debt cancelled this week.

But Republican lawsuits are blocking hardworking Americans from getting that relief. 

Democrats are fighting to lower student loan costs.

Republicans want to keep Americans trapped in student debt.",Student Debt,Elizabeth Warren,Democrat
1029,Leading healthcare providers reveal new report Republicans extreme state abortion ban devastate health consequences threaten women live Republicans get way impose national abortion ban crisis get worse,0,SenWarren,blue,2022-11-01,"Leading healthcare providers reveal in my new report that Republicans' extreme state abortion bans have devastating health consequences and threaten women's lives.

If Republicans get their way &amp; impose a national abortion ban, this crisis will get worse.
https://t.co/avozqEv8HE",Abortion,Elizabeth Warren,Democrat
1037,Thanks POTUS millions Americans crush weight student debt save first home put money away retirement start business Grateful everyone stop student debt cancellation tour RepPressley,1,SenWarren,blue,2022-10-26,"Thanks to @POTUS, millions of Americans who have been crushed under the weight of student debt, can now save for their first home, put money away for retirement, or start their own business.

Grateful to everyone who stopped by my student debt cancellation tour with @RepPressley! https://t.co/DscTcQ3NHF",Student Debt,Elizabeth Warren,Democrat
1038,Democrats passage Inflation Reduction Act Americans see energy prescription drug cost drop months ahead Democrats real plan fight inflation meanwhile Republicans n't,0,SenWarren,blue,2022-10-24,"Because of Democrats' passage of the Inflation Reduction Act, Americans will see their energy and prescription drug costs drop in the months ahead.

Democrats have real plans to fight inflation, meanwhile Republicans don't.",Abortion,Elizabeth Warren,Democrat
1039,Republicans continue push horrific abortion ban women across country struggle access essential health care include abortion need make Roe law land Democrats fight,0,SenWarren,blue,2022-10-22,"As Republicans continue pushing horrific abortion bans, women across the country are struggling to access essential health care, including abortion. 

We need to make Roe the law of the land again, and that's what Democrats are fighting for.",Abortion,Elizabeth Warren,Democrat
1040,years 've fight fairer tax system Inflation Reduction Act Democrats deliver days ultra-profitable corporations pay 0 tax,0,SenWarren,blue,2022-10-22,"For years I've been fighting for a fairer tax system.
 
With the Inflation Reduction Act, Democrats delivered and the days where ultra-profitable corporations pay $0 in taxes are over.",Abortion,Elizabeth Warren,Democrat
1041,Republicans try stop work people middle class Americans receive student debt cancellation President legal authority clear People continue apply student debt relief,1,SenWarren,blue,2022-10-21,"Republicans are trying to stop working people and middle class Americans from receiving student debt cancellation. The President’s legal authority is clear.

People should continue applying for student debt relief: https://t.co/jbxJMCKnFl",Student Debt,Elizabeth Warren,Democrat
